Ano,Código da Área,Área de Avaliação,Grau Acadêmico,Código da IES,Nome da IES*,Sigla da IES*,Organização Acadêmica,Categoria Administrativa,Código do Curso,Modalidade de Ensino,Código do Município**,Município do Curso**,Sigla da UF** ,Nº de Concluintes Inscritos,Nº  de Concluintes Participantes,Nota Bruta - FG,Nota Padronizada - FG,Nota Bruta - CE,Nota Padronizada - CE,Conceito Enade (Contínuo),Conceito Enade (Faixa),Observação,Entidade Beneficiente de Assistência Social (CEBAS)
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,825,FACULDADE PRESBITERIANA GAMMON,FAGAMMON,Faculdade,Privada sem fins lucrativos,57279,Educação Presencial,3138203,Lavras,MG,4,4,"44,725","3,795","48,775","3,929","3,896",4,,X
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,826,CENTRO UNIVERSITÁRIO DE DESENVOLVIMENTO DO CENTRO OESTE,UNIDESC,Centro Universitário,Privada com fins lucrativos,111278,Educação Presencial,5212501,Luziânia,GO,16,14,"36,457","2,654","36,214","1,705","1,942",2,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,829,UNIVERSIDADE ESTADUAL DO TOCANTINS,UNITINS,Universidade,Pública Estadual,1139692,Educação Presencial,1721000,Palmas,TO,18,12,36,"2,59","45,283","3,311","3,131",4,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,852,FIAP - Centro Universitário,,Centro Universitário,Privada com fins lucrativos,57984,Educação Presencial,3550308,São Paulo,SP,124,102,"36,474","2,656","41,908","2,713","2,699",3,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,852,FIAP - Centro Universitário,,Centro Universitário,Privada com fins lucrativos,1364849,Educação a Distância,3550308,São Paulo,SP,25,18,"38,505","2,936","40,15","2,402","2,535",3,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,878,Centro Universitário Católica do Leste de Minas Gerais,UNILESTE,Centro Universitário,Privada sem fins lucrativos,44016,Educação Presencial,3119401,Coronel Fabriciano,MG,25,23,"35,6","2,535","42,452","2,809","2,741",3,,X
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,952,UNIVERSIDADE SANTA CECÍLIA,UNISANTA,Universidade,Privada sem fins lucrativos,1214055,Educação Presencial,3548500,Santos,SP,43,35,"33,188","2,202","37,728","1,973","2,03",3,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,997,Centro Universitário de Bauru,,Centro Universitário,Privada sem fins lucrativos,1186930,Educação Presencial,3506003,Bauru,SP,32,28,"35,282","2,491","36,189","1,7","1,898",2,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1028,UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL,UEMS,Universidade,Pública Estadual,95706,Educação Presencial,5003702,Dourados,MS,5,4,"42,425","3,477","46,875","3,593","3,564",4,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1036,UNIVERSIDADE DO ESTADO DE MINAS GERAIS,UEMG,Universidade,Pública Estadual,60406,Educação Presencial,3147907,Passos,MG,38,33,"36,821","2,704","38,96","2,191","2,319",3,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1036,UNIVERSIDADE DO ESTADO DE MINAS GERAIS,UEMG,Universidade,Pública Estadual,60560,Educação Presencial,3134202,Ituiutaba,MG,19,14,"32,028","2,042","35,435","1,567","1,686",2,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1036,UNIVERSIDADE DO ESTADO DE MINAS GERAIS,UEMG,Universidade,Pública Estadual,62382,Educação Presencial,3113305,Carangola,MG,22,9,"32,922","2,165","35,688","1,612","1,75",2,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1036,UNIVERSIDADE DO ESTADO DE MINAS GERAIS,UEMG,Universidade,Pública Estadual,83710,Educação Presencial,3127107,Frutal,MG,25,16,"33,881","2,298","34,593","1,418","1,638",2,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1041,UNIVERSIDADE DO VALE DO TAQUARI,UNIVATES,Universidade,Privada sem fins lucrativos,72623,Educação Presencial,4311403,Lajeado,RS,7,6,"32,366","2,089","47,183","3,647","3,258",4,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1042,UNIVERSIDADE POSITIVO,UP,Universidade,Privada com fins lucrativos,15127,Educação Presencial,4106902,Curitiba,PR,29,28,"30,91","1,888","38,807","2,164","2,095",3,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1042,UNIVERSIDADE POSITIVO,UP,Universidade,Privada com fins lucrativos,1308208,Educação Presencial,4106902,Curitiba,PR,19,15,"34,146","2,335","34,64","1,426","1,653",2,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1043,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO HERMINIO OMETTO,FHO,Centro Universitário,Privada sem fins lucrativos,105728,Educação Presencial,3503307,Araras,SP,119,90,"36,336","2,637","40,315","2,431","2,483",3,,X
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1046,UNIÃO DAS FACULDADES DOS GRANDES LAGOS,UNILAGO,Faculdade,Privada sem fins lucrativos,82748,Educação Presencial,3549805,São José do Rio Preto,SP,9,8,"42,075","3,429","42,5","2,818","2,971",4,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1049,INSTITUTO DE ENSINO SUPERIOR FUCAPI,CESF,Faculdade,Privada sem fins lucrativos,17886,Educação Presencial,1302603,Manaus,AM,5,1,,,,,,SC,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1053,Centro Universitário de Excelência,UNEX,Centro Universitário,Privada com fins lucrativos,53331,Educação Presencial,2910800,Feira de Santana,BA,7,7,"33,628","2,263","51,485","4,409","3,873",4,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1058,Centro Universitário Estácio da Bahia,Estácio Bahia,Centro Universitário,Privada com fins lucrativos,48675,Educação Presencial,2927408,Salvador,BA,21,11,"31,054","1,908","37,727","1,973","1,957",3,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1059,FACULDADE LOURENÇO FILHO,FLF,Faculdade,Privada com fins lucrativos,91181,Educação Presencial,2304400,Fortaleza,CE,12,12,"27,466","1,412","33,558","1,235","1,279",2,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1070,FACULDADE CNEC UNAÍ,,Faculdade,Privada sem fins lucrativos,50758,Educação Presencial,3170404,Unaí,MG,2,1,,,,,,SC,,X
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1075,CENTRO UNIVERSITÁRIO - UNIESP,UNIESP,Centro Universitário,Privada com fins lucrativos,49071,Educação Presencial,2507507,João Pessoa,PB,17,10,"26,24","1,243","35,81","1,633","1,536",2,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1077,Centro Universitário Estácio do Recife,,Centro Universitário,Privada com fins lucrativos,49054,Educação Presencial,2611606,Recife,PE,45,30,"29,69","1,719","39,986","2,373","2,209",3,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1107,Centro Universitário Estácio do Ceará,Estácio Ceará,Centro Universitário,Privada com fins lucrativos,21464,Educação Presencial,2304400,Fortaleza,CE,47,18,"32,877","2,159","44,805","3,226","2,959",4,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1113,CENTRO UNIVERSITÁRIO EURO-AMERICANO,UNIEURO,Centro Universitário,Privada com fins lucrativos,91431,Educação Presencial,5300108,Brasília,DF,28,23,"35,678","2,546","40,052","2,384","2,425",3,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1115,FACULDADE SANTA TEREZINHA,CEST,Faculdade,Privada sem fins lucrativos,1283028,Educação Presencial,2111300,São Luís,MA,21,21,"29,338","1,671","40,133","2,399","2,217",3,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1120,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FLUMINENSE",IF Fluminense,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,115374,Educação Presencial,3301009,Campos dos Goytacazes,RJ,36,14,"38,55","2,942","39,707","2,323","2,478",3,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1120,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FLUMINENSE",IF Fluminense,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1286732,Educação Presencial,3302205,Itaperuna,RJ,40,36,"37,747","2,832","36,65","1,782","2,044",3,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1185,CENTRO UNIVERSITÁRIO JORGE AMADO,UNIJORGE,Centro Universitário,Privada com fins lucrativos,1473699,Educação a Distância,2927408,Salvador,BA,1,0,,,,,,SC,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1189,UNIVERSIDADE DO PLANALTO CATARINENSE,UNIPLAC,Universidade,Privada sem fins lucrativos,64754,Educação Presencial,4209300,Lages,SC,30,25,"35,08","2,463","36,596","1,772","1,945",3,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1233,CENTRO UNIVERSITÁRIO UNIC,,Centro Universitário,Privada com fins lucrativos,1403526,Educação Presencial,5103403,Cuiabá,MT,19,13,"25,346","1,12","30,123","0,626","0,75",1,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1253,FACULDADE METODISTA GRANBERY,FMG,Faculdade,Privada sem fins lucrativos,47113,Educação Presencial,3136702,Juiz de Fora,MG,23,18,"35,494","2,521","35,605","1,597","1,828",2,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1255,Centro Universitário FBV Wyden,UniFBV Wyden,Centro Universitário,Privada com fins lucrativos,1258654,Educação Presencial,2611606,Recife,PE,2,1,,,,,,SC,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1270,CENTRO UNIVERSITÁRIO ESTÁCIO DE RIBEIRÃO PRETO,ESTÁCIO RIBEIRÃO PRE,Centro Universitário,Privada com fins lucrativos,1328954,Educação a Distância,3543402,Ribeirão Preto,SP,326,43,"31,488","1,968","35,244","1,533","1,642",2,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1273,Centro Universitário Campo Limpo Paulista, UNIFACCAMP,Centro Universitário,Privada com fins lucrativos,116432,Educação Presencial,3509601,Campo Limpo Paulista,SP,17,2,"18,75","0,209","31,75","0,914","0,738",1,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1294,Centro Universitário das Américas,CAM,Centro Universitário,Privada com fins lucrativos,1260352,Educação Presencial,3550308,São Paulo,SP,33,30,"28,513","1,557","33,963","1,306","1,369",2,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1298,Faculdade Estácio de Alagoas - Estácio FAL,ESTÁCIO FAL,Faculdade,Privada com fins lucrativos,47051,Educação Presencial,2704302,Maceió,AL,24,18,"32,144","2,058","37,35","1,906","1,944",2,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1299,FACULDADES INTEGRADAS DE FERNANDÓPOLIS,FIFE,Faculdade,Privada sem fins lucrativos,57178,Educação Presencial,3515509,Fernandópolis,SP,16,14,"25,6","1,155","34,607","1,42","1,354",2,,X
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1303,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO",IF Goiano,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1330352,Educação Presencial,5205406,Ceres,GO,31,24,"25,195","1,099","34,65","1,428","1,346",2,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1303,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO",IF Goiano,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1330896,Educação Presencial,5221809,Urutaí,GO,17,17,"32,717","2,137","34,87","1,467","1,635",2,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1313,FACULDADE DE SUZANO,UNISUZ,Faculdade,Privada com fins lucrativos,47630,Educação Presencial,3552502,Suzano,SP,19,12,"23,541","0,87","28,633","0,363","0,489",1,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1325,FACULDADE DE APUCARANA,FAP,Faculdade,Privada sem fins lucrativos,19990,Educação Presencial,4101408,Apucarana,PR,15,13,"31,453","1,963","42,492","2,817","2,603",3,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1334,CENTRO UNIVERSITÁRIO FACISA,UNIFACISA,Centro Universitário,Privada com fins lucrativos,64664,Educação Presencial,2504009,Campina Grande,PB,54,43,"37,472","2,794","42,811","2,873","2,853",3,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1336,CENTRO UNIVERSITÁRIO ASSIS GURGACZ,FAG,Centro Universitário,Privada sem fins lucrativos,1359807,Educação Presencial,4104808,Cascavel,PR,6,5,"32,38","2,091","39,14","2,223","2,19",3,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1337,CENTRO UNIVERSITÁRIO MATER DEI,,Faculdade,Privada com fins lucrativos,37788,Educação Presencial,4118501,Pato Branco,PR,24,20,"35,21","2,481","42,725","2,858","2,764",3,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1351,CENTRO UNIVERSITÁRIO SOCIESC,,Centro Universitário,Privada com fins lucrativos,41710,Educação Presencial,4209102,Joinville,SC,30,23,"39,569","3,083","46,239","3,48","3,381",4,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1364,CENTRO UNIVERSIÁRIO UNIFTC,,Centro Universitário,Privada com fins lucrativos,53333,Educação Presencial,2933307,Vitória da Conquista,BA,14,14,"33,585","2,257","39,392","2,268","2,265",3,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1365,CENTRO UNIVERSITÁRIO ADVENTISTA DE SÃO PAULO,UNASP,Centro Universitário,Privada sem fins lucrativos,57458,Educação Presencial,3519071,Hortolândia,SP,70,33,"34,79","2,423","38,136","2,045","2,14",3,,X
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1374,FACULDADE DE GUARANTÃ DO NORTE, UNIFAMA,Faculdade,Privada com fins lucrativos,1259035,Educação Presencial,5104104,Guarantã do Norte,MT,9,9,"21,5","0,589","33,777","1,273","1,102",2,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1388,CENTRO UNIVERSITÁRIO SUMARÉ,,Centro Universitário,Privada com fins lucrativos,1563272,Educação a Distância,3550308,São Paulo,SP,5,3,"17,233",0,"31,866","0,935","0,701",1,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1396,Centro Universitário Dinâmica das Cataratas,UDC,Centro Universitário,Privada com fins lucrativos,22017,Educação Presencial,4108304,Foz do Iguaçu,PR,18,16,"29,662","1,715","39,862","2,351","2,192",3,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1400,FACULDADE DA INDÚSTRIA SÃO JOSÉ DOS PINHAIS,FAIND/SJP,Faculdade,Privada sem fins lucrativos,68597,Educação Presencial,4125506,São José dos Pinhais,PR,18,13,"28,469","1,551","43,13","2,93","2,585",3,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1409,FACULDADE DO CENTRO LESTE,UCL,Faculdade,Privada com fins lucrativos,50229,Educação Presencial,3205002,Serra,ES,10,8,"35,962","2,585","42,875","2,884","2,81",3,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1422,CENTRO UNIVERSITÁRIO DO NORTE,UNINORTE,Centro Universitário,Privada sem fins lucrativos,1376181,Educação Presencial,1302603,Manaus,AM,51,44,"31,22","1,931","36,386","1,735","1,784",2,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1426,INSTITUTO LUTERANO DE ENSINO SUPERIOR DE ITUMBIARA,ILES,Faculdade,Privada com fins lucrativos,20709,Educação Presencial,5211503,Itumbiara,GO,24,16,"29,212","1,653","34,675","1,432","1,488",2,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1441,FACULDADE DE TECNOLOGIA DO PIAUÍ,FATEPI,Faculdade,Privada com fins lucrativos,20756,Educação Presencial,2211001,Teresina,PI,9,6,"28,066","1,495","26,583",0,"0,373",1,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1455,FACULDADE SANTÍSSIMO SACRAMENTO,FSSS,Faculdade,Privada sem fins lucrativos,1103723,Educação Presencial,2900702,Alagoinhas,BA,24,11,"29,954","1,756","37,109","1,863","1,836",2,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1465,FACULDADE DE RIBEIRÃO PRETO,AFARP,Faculdade,Privada com fins lucrativos,53535,Educação Presencial,3543402,Ribeirão Preto,SP,1,1,,,,,,SC,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1472,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI,UNIASSELVI,Centro Universitário,Privada com fins lucrativos,21295,Educação Presencial,4207502,Indaial,SC,17,15,"35,093","2,465","36,653","1,783","1,953",3,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1477,Faculdade JK Michelangelo,FAJKMIC,Faculdade,Privada sem fins lucrativos,48679,Educação Presencial,5300108,Brasília,DF,8,7,"29,614","1,709","34,357","1,376","1,459",2,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1492,FACULDADE PITÁGORAS DE UBERLÂNDIA,PIT UBERLÂNDIA,Faculdade,Privada com fins lucrativos,22012,Educação Presencial,3170206,Uberlândia,MG,20,16,"34,225","2,345","37,431","1,92","2,027",3,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1493,CENTRO UNIVERSITÁRIO ALVES FARIA,UNIALFA,Centro Universitário,Privada com fins lucrativos,21727,Educação Presencial,5208707,Goiânia,GO,8,6,"27,8","1,458","41,2","2,588","2,305",3,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1494,Centro Universitário Salesiano,UniSales,Centro Universitário,Privada sem fins lucrativos,79349,Educação Presencial,3205309,Vitória,ES,26,20,"36,255","2,626","42,875","2,884","2,82",3,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1507,FACULDADE PROJEÇÃO DE CEILÂNDIA,FAPRO,Faculdade,Privada com fins lucrativos,22070,Educação Presencial,5300108,Brasília,DF,23,18,"34,344","2,362","44,427","3,159","2,96",4,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1510,CENTRO UNIVERSITÁRIO ESTÁCIO DE SANTA CATARINA - ESTÁCIO SANTA CATARINA,,Centro Universitário,Privada com fins lucrativos,1379289,Educação a Distância,4216602,São José,SC,49,10,"37,81","2,84","38,82","2,166","2,335",3,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1521,FACULDADE ESTÁCIO DE BELÉM - ESTÁCIO BELÉM,ESTÁCIO BELÉM,Faculdade,Privada com fins lucrativos,22035,Educação Presencial,1501402,Belém,PA,1,0,,,,,,,Curso para o qual estatisticamente não foi possível calcular o indicador,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1538,CENTRO UNIVERSITARIO PROJEÇÃO,UNIPROJEÇÃO,Centro Universitário,Privada com fins lucrativos,109476,Educação Presencial,5300108,Brasília,DF,41,38,"33,786","2,285","35,621","1,6","1,771",2,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1542,CENTRO UNIVERSITÁRIO GERALDO DI BIASE,UGB,Centro Universitário,Privada sem fins lucrativos,101700,Educação Presencial,3306305,Volta Redonda,RJ,19,18,"33,527","2,249","34,366","1,378","1,596",2,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1552,FACULDADE UNINASSAU PARNAÍBA,,Faculdade,Privada com fins lucrativos,47505,Educação Presencial,2207702,Parnaíba,PI,40,15,"29,013","1,626","40,046","2,384","2,194",3,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1556,CENTRO UNIVERSITÁRIO SETE DE SETEMBRO,UNI7,Centro Universitário,Privada com fins lucrativos,47069,Educação Presencial,2304400,Fortaleza,CE,30,23,"33,826","2,29","39,373","2,264","2,271",3,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1557,UNIVERSIDADE FUMEC,FUMEC,Universidade,Privada sem fins lucrativos,1266540,Educação a Distância,3106200,Belo Horizonte,MG,49,32,"36,725","2,69","37,375","1,91","2,105",3,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1559,CENTRO UNIVERSITÁRIO DO ESPÍRITO SANTO,UNESC,Centro Universitário,Privada sem fins lucrativos,51603,Educação Presencial,3201506,Colatina,ES,9,9,"36,377","2,643","46,388","3,507","3,291",4,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1569,FACULDADES INTEGRADAS DE ARARAQUARA,FIAR,Faculdade,Privada sem fins lucrativos,50754,Educação Presencial,3503208,Araraquara,SP,24,19,"25,789","1,181","29,221","0,467","0,645",1,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1575,CENTRO UNIVERSITÁRIO DO PLANALTO DE ARAXÁ,UNIARAXÁ,Centro Universitário,Privada sem fins lucrativos,65863,Educação Presencial,3104007,Araxá,MG,26,24,"33,7","2,273","40,208","2,412","2,377",3,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1585,FACULDADE ENERGIA,,Faculdade,Privada com fins lucrativos,120430,Educação Presencial,4205407,Florianópolis,SC,1,1,,,,,,SC,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1586,UNIVERSIDADE DO VALE DO SAPUCAÍ,UNIVÁS,Universidade,Privada sem fins lucrativos,63732,Educação Presencial,3152501,Pouso Alegre,MG,19,17,"39,394","3,059","37,241","1,887","2,18",3,,X
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1591,FACULDADE ESTÁCIO MACAPÁ - ESTÁCIO MACAPÁ,ESTÁCIO MACAPÁ,Faculdade,Privada com fins lucrativos,48993,Educação Presencial,1600303,Macapá,AP,1,1,,,,,,SC,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1598,CENTRO UNIVERSITÁRIO UNA DE UBERLÂNDIA,,Centro Universitário,Privada com fins lucrativos,46017,Educação Presencial,3170206,Uberlândia,MG,22,17,"33,97","2,31","37,782","1,983","2,064",3,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1615,INSTITUTO SUPERIOR DO LITORAL DO PARANÁ,ISULPAR,Faculdade,Privada sem fins lucrativos,46112,Educação Presencial,4118204,Paranaguá,PR,5,4,"23,225","0,827","39,375","2,265","1,905",2,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1640,CENTRO UNIVERSITÁRIO AGES,UniAGES,Centro Universitário,Privada com fins lucrativos,1203177,Educação Presencial,2923803,Paripiranga,BA,12,10,"29,51","1,694","31,56","0,881","1,084",2,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1642,FACULDADE DE TECNOLOGIA E CIÊNCIAS DE ITABUNA,FTC,Faculdade,Privada com fins lucrativos,57612,Educação Presencial,2914802,Itabuna,BA,6,6,"33,45","2,238","39,966","2,369","2,337",3,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1657,CENTRO UNIVERSITÁRIO UNISEP,CEUUN,Centro Universitário,Privada com fins lucrativos,47535,Educação Presencial,4107207,Dois Vizinhos,PR,22,19,"29,994","1,761","39,605","2,305","2,169",3,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1657,CENTRO UNIVERSITÁRIO UNISEP,CEUUN,Centro Universitário,Privada com fins lucrativos,1050053,Educação Presencial,4108403,Francisco Beltrão,PR,21,20,"31,765","2,006","39,955","2,367","2,277",3,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1660,CENTRO UNIVERSITÁRIO ESTÁCIO DE BRASÍLIA - ESTÁCIO BRASÍLIA,ESTÁCIO BRASÍLIA,Centro Universitário,Privada com fins lucrativos,53898,Educação Presencial,5300108,Brasília,DF,31,24,"28,45","1,548","33,387","1,204","1,29",2,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1661,Faculdade Projeção de Sobradinho,FAPRO,Faculdade,Privada com fins lucrativos,79355,Educação Presencial,5300108,Brasília,DF,26,24,"23,241","0,829","32,725","1,087","1,023",2,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1683,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DE TERESINA,,Centro Universitário,Privada com fins lucrativos,1204325,Educação Presencial,2211001,Teresina,PI,27,20,"31,175","1,924","39,12","2,219","2,146",3,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1694,ESCOLA SUPERIOR DE CRICIÚMA - ESUCRI,ESUCRI,Faculdade,Privada com fins lucrativos,50364,Educação Presencial,4204608,Criciúma,SC,24,23,"32,104","2,053","40,917","2,538","2,416",3,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1697,CENTRO UNIVERSITÁRIO FACOL,UNIFACOL,Centro Universitário,Privada sem fins lucrativos,68930,Educação Presencial,2616407,Vitória de Santo Antão,PE,15,13,"37,23","2,76","42,938","2,896","2,862",3,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1702,CENTRO UNIVERSITÁRIO ESTÁCIO DA AMAZÔNIA,ESTÁCIO AMAZÔNIA,Centro Universitário,Privada com fins lucrativos,67601,Educação Presencial,1400100,Boa Vista,RR,28,18,"30,394","1,816","42,288","2,781","2,54",3,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1710,FACULDADE ANHANGUERA DE NEGÓCIOS E TECNOLOGIAS DA INFORMAÇÃO,,Faculdade,Privada com fins lucrativos,48677,Educação Presencial,5300108,Brasília,DF,19,16,"35,843","2,569","31,218","0,82","1,257",2,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1713,FACULDADE DE TECNOLOGIA DE SÃO VICENTE,FATEF,Faculdade,Privada com fins lucrativos,47834,Educação Presencial,3551009,São Vicente,SP,1,1,,,,,,SC,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1717,Faculdade de Imperatriz Wyden,Facimp Wyden,Faculdade,Privada com fins lucrativos,50082,Educação Presencial,2105302,Imperatriz,MA,18,10,"36,93","2,719","41,67","2,671","2,683",3,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1721,FACULDADE DE VIÇOSA,FDV,Faculdade,Privada com fins lucrativos,47874,Educação Presencial,3171303,Viçosa,MG,3,2,"36,8","2,701","32,2","0,994","1,421",2,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1728,FACULDADE INTERAMERICANA DE PORTO VELHO,UNIRON,Faculdade,Privada com fins lucrativos,74737,Educação Presencial,1100205,Porto Velho,RO,23,18,"25,233","1,104","33,416","1,21","1,183",2,,-
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1734,Centro Universitário Facid Wyden,UNIFACID WYDEN,Centro Universitário,Privada com fins lucrativos,50981,Educação Presencial,2211001,Teresina,PI,13,10,"26,36","1,26","33,77","1,272","1,269",2,,-
