Ano,Código da Área,Área de Avaliação,Grau Acadêmico,Código da IES,Nome da IES*,Sigla da IES*,Organização Acadêmica,Categoria Administrativa,Código do Curso,Modalidade de Ensino,Código do Município**,Município do Curso**,Sigla da UF** ,Nº de Concluintes Inscritos,Nº  de Concluintes Participantes,Nota Bruta - FG,Nota Padronizada - FG,Nota Bruta - CE,Nota Padronizada - CE,Conceito Enade (Contínuo),Conceito Enade (Faixa),Observação,Entidade Beneficiente de Assistência Social (CEBAS)
2021,4005,CIÊNCIA DA COMPUTAÇÃO ,Licenciatura,599,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA",IFBA,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,123502,Educação Presencial,2932903,Valença,BA,11,8,"17,837",0,"25,65","1,161","0,871",1,,-
2021,4005,CIÊNCIA DA COMPUTAÇÃO ,Licenciatura,599,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA",IFBA,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1125808,Educação Presencial,2925303,Porto Seguro,BA,13,10,"34,74","2,987","30,84","2,118","2,335",3,,-
2021,4005,CIÊNCIA DA COMPUTAÇÃO ,Licenciatura,599,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA",IFBA,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1313285,Educação Presencial,2917508,Jacobina,BA,8,8,"41,437","4,171","31,9","2,314","2,778",3,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,600,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO",IFMA,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1166783,Educação Presencial,2105302,Imperatriz,MA,20,10,"35,19","2,208","37,4","2,38","2,337",3,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,600,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO",IFMA,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1269545,Educação Presencial,2103000,Caxias,MA,18,18,"39,788","2,872","36,522","2,278","2,426",3,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,601,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO SUL",IFRS,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1327439,Educação Presencial,4310009,Ibirubá,RS,6,6,"43,183","3,362","30,966","1,629","2,063",3,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,605,UNIVERSIDADE MUNICIPAL DE SÃO CAETANO DO SUL,USCS,Universidade,Pública Municipal,14681,Educação Presencial,3548807,São Caetano do Sul,SP,30,23,"34,93","2,17","23,634","0,774","1,123",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,610,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DO RIO DE JANEIRO,UNINASSAU,Centro Universitário,Privada com fins lucrativos,1378747,Educação Presencial,3304557,Rio de Janeiro,RJ,21,15,"31,913","1,734","29,326","1,438","1,512",2,,-
2021,4005,CIÊNCIA DA COMPUTAÇÃO ,Licenciatura,626,CENTRO UNIVERSITÁRIO CENECISTA DE OSÓRIO,UNICNEC,Centro Universitário,Privada sem fins lucrativos,56196,Educação Presencial,4313508,Osório,RS,1,1,,,,,,SC,,X
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,634,UNIVERSIDADE FEDERAL DE PELOTAS,UFPEL,Universidade,Pública Federal,15002,Educação Presencial,4314407,Pelotas,RS,77,62,"41,356","3,098","41,959","2,912","2,959",4,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,641,UNIVERSIDADE LA SALLE,UNILASALLE,Universidade,Privada sem fins lucrativos,15103,Educação Presencial,4304606,Canoas,RS,20,18,"33,516","1,966","34,861","2,084","2,054",3,,X
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,664,UNIVERSIDADE VILA VELHA,UVV,Universidade,Privada com fins lucrativos,21271,Educação Presencial,3205200,Vila Velha,ES,34,29,"48,031","4,062","46,624","3,457","3,608",4,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,668,CENTRO UNIVERSITÁRIO DE ENSINO SUPERIOR DO AMAZONAS,CIESA,Centro Universitário,Privada com fins lucrativos,98957,Educação Presencial,1302603,Manaus,AM,14,14,"29,857","1,437","25,007","0,934","1,06",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,671,UNIVERSIDADE ANHANGUERA,UNIDERP,Universidade,Privada com fins lucrativos,15555,Educação Presencial,5002704,Campo Grande,MS,10,6,"39,366","2,811","25,55","0,997","1,451",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,688,UNIVERSIDADE ESTADUAL DO SUDOESTE DA BAHIA,UESB,Universidade,Pública Estadual,19042,Educação Presencial,2933307,Vitória da Conquista,BA,21,20,"36,435","2,387","38,245","2,479","2,456",3,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,692,FACULDADE DE PETROLINA,FACAPE,Faculdade,Pública Municipal,37862,Educação Presencial,2611101,Petrolina,PE,102,57,"31,122","1,62","26,71","1,133","1,255",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,694,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,UFMS,Universidade,Pública Federal,15869,Educação Presencial,5002704,Campo Grande,MS,58,49,"42,665","3,287","44,646","3,226","3,241",4,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,694,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,UFMS,Universidade,Pública Federal,1113854,Educação Presencial,5006606,Ponta Porã,MS,27,19,"28,952","1,307","29,857","1,5","1,452",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,699,FUNDAÇÃO UNIVERSIDADE FEDERAL DE RONDÔNIA,UNIR,Universidade,Pública Federal,318882,Educação Presencial,1100205,Porto Velho,RO,15,8,"42,3","3,234","30,025","1,519","1,948",3,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,718,UNIVERSIDADE POTIGUAR,UNP,Universidade,Privada com fins lucrativos,1315444,Educação Presencial,2408102,Natal,RN,9,7,"43,214","3,366","31,671","1,712","2,125",3,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,719,Universidade do Estado de Mato Grosso Carlos Alberto Reyes Maldonado - UNEMAT,UNEMAT,Universidade,Pública Estadual,43044,Educação Presencial,5101704,Barra do Bugres,MT,27,18,"30,611","1,546","25,961","1,045","1,171",2,,-
2021,4005,CIÊNCIA DA COMPUTAÇÃO ,Licenciatura,719,Universidade do Estado de Mato Grosso Carlos Alberto Reyes Maldonado - UNEMAT,UNEMAT,Universidade,Pública Estadual,59659,Educação Presencial,5100300,Alto Araguaia,MT,4,3,"42,033","4,276","30,9","2,129","2,666",3,,-
2021,4005,CIÊNCIA DA COMPUTAÇÃO ,Licenciatura,719,Universidade do Estado de Mato Grosso Carlos Alberto Reyes Maldonado - UNEMAT,UNEMAT,Universidade,Pública Estadual,68065,Educação Presencial,5102504,Cáceres,MT,10,7,"24,957","1,258","20,842","0,275","0,521",1,,-
2021,4005,CIÊNCIA DA COMPUTAÇÃO ,Licenciatura,719,Universidade do Estado de Mato Grosso Carlos Alberto Reyes Maldonado - UNEMAT,UNEMAT,Universidade,Pública Estadual,80916,Educação Presencial,5103205,Colíder,MT,4,0,,,,,,SC,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,719,Universidade do Estado de Mato Grosso Carlos Alberto Reyes Maldonado - UNEMAT,UNEMAT,Universidade,Pública Estadual,1269969,Educação Presencial,5100300,Alto Araguaia,MT,22,14,"32,4","1,805","27,857","1,267","1,401",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,719,Universidade do Estado de Mato Grosso Carlos Alberto Reyes Maldonado - UNEMAT,UNEMAT,Universidade,Pública Estadual,1269970,Educação Presencial,5102504,Cáceres,MT,38,33,"28,342","1,219","26,333","1,089","1,121",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,719,Universidade do Estado de Mato Grosso Carlos Alberto Reyes Maldonado - UNEMAT,UNEMAT,Universidade,Pública Estadual,1473094,Educação Presencial,5107602,Rondonópolis,MT,3,3,"35,266","2,219","26,833","1,147","1,415",2,,-
2021,4005,CIÊNCIA DA COMPUTAÇÃO ,Licenciatura,730,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,UEPG,Universidade,Pública Estadual,1399169,Educação a Distância,4119905,Ponta Grossa,PR,48,34,"29,738","2,103","30,75","2,102","2,102",3,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,756,UNIVERSIDADE ESTADUAL DO PIAUÍ,UESPI,Universidade,Pública Estadual,18558,Educação Presencial,2207702,Parnaíba,PI,20,16,"35,037","2,186","34,187","2,005","2,05",3,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,756,UNIVERSIDADE ESTADUAL DO PIAUÍ,UESPI,Universidade,Pública Estadual,18559,Educação Presencial,2211001,Teresina,PI,35,28,"40,046","2,909","40,492","2,741","2,783",3,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,756,UNIVERSIDADE ESTADUAL DO PIAUÍ,UESPI,Universidade,Pública Estadual,1190145,Educação Presencial,2208403,Piripiri,PI,6,6,"24,383","0,647","28,783","1,375","1,193",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,789,UNIVERSIDADE FEDERAL DE RORAIMA,UFRR,Universidade,Pública Federal,98305,Educação Presencial,1400100,Boa Vista,RR,28,22,"40,581","2,986","37,872","2,435","2,573",3,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,792,CENTRO UNIVERSITÁRIO DO ESTADO DO PARÁ,CESUPA,Centro Universitário,Privada sem fins lucrativos,18250,Educação Presencial,1501402,Belém,PA,18,0,,,,,,,Curso para o qual estatisticamente não foi possível calcular o indicador,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,802,CENTRO UNIVERSITÁRIO UNICARIOCA,UNICARIOCA,Centro Universitário,Privada sem fins lucrativos,18039,Educação Presencial,3304557,Rio de Janeiro,RJ,34,27,"38,662","2,709","30,407","1,564","1,85",2,,X
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,802,CENTRO UNIVERSITÁRIO UNICARIOCA,UNICARIOCA,Centro Universitário,Privada sem fins lucrativos,75457,Educação Presencial,3304557,Rio de Janeiro,RJ,79,64,"39,659","2,853","31,764","1,722","2,005",3,,X
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,830,UNIVERSIDADE FEDERAL DO AMAPÁ,UNIFAP,Universidade,Pública Federal,1267543,Educação Presencial,1600303,Macapá,AP,39,33,"44,315","3,525","35,527","2,162","2,503",3,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,916,FACULDADE ESTÁCIO DE TERESINA,ESTÁCIO TERESINA,Faculdade,Privada com fins lucrativos,88084,Educação Presencial,2211001,Teresina,PI,45,38,"31,436","1,666","27,115","1,18","1,301",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,1027,UNIVERSIDADE ESTADUAL DO NORTE FLUMINENSE DARCY RIBEIRO,UENF,Universidade,Pública Estadual,101984,Educação Presencial,3301009,Campos dos Goytacazes,RJ,16,14,"50,257","4,383","42,485","2,974","3,326",4,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,1028,UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL,UEMS,Universidade,Pública Estadual,68321,Educação Presencial,5003702,Dourados,MS,11,9,"35,8","2,296","33,9","1,972","2,053",3,,-
2021,4005,CIÊNCIA DA COMPUTAÇÃO ,Licenciatura,1028,UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL,UEMS,Universidade,Pública Estadual,150102,Educação Presencial,5006200,Nova Andradina,MS,4,3,"38,033","3,569","23,166","0,703","1,42",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,1032,CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO,UNISAL,Centro Universitário,Privada sem fins lucrativos,22065,Educação Presencial,3527207,Lorena,SP,3,2,34,"2,036",27,"1,166","1,384",2,,X
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,1049,INSTITUTO DE ENSINO SUPERIOR FUCAPI,CESF,Faculdade,Privada sem fins lucrativos,22061,Educação Presencial,1302603,Manaus,AM,6,2,"46,15","3,79","23,65","0,776","1,529",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,1059,FACULDADE LOURENÇO FILHO,FLF,Faculdade,Privada com fins lucrativos,17898,Educação Presencial,2304400,Fortaleza,CE,4,4,"33,575","1,974","40,875","2,786","2,583",3,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,1060,CENTRO UNIVERSITÁRIO DO INSTITUTO DE EDUCAÇÃO SUPERIOR DE BRASÍLIA - IESB,IESB,Centro Universitário,Privada com fins lucrativos,101318,Educação Presencial,5300108,Brasília,DF,11,10,"45,02","3,627","44,39","3,196","3,304",4,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,1076,FACULDADE CATÓLICA DA PARAÍBA,,Faculdade,Privada sem fins lucrativos,1322665,Educação Presencial,2503704,Cajazeiras,PB,19,19,"34,652","2,13","31,21","1,658","1,776",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,1077,Centro Universitário Estácio do Recife,,Centro Universitário,Privada com fins lucrativos,1403879,Educação Presencial,2611606,Recife,PE,8,8,"28,762","1,279","29,537","1,463","1,417",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,1092,FACULDADES INTEGRADAS DE BAURU,FIB,Faculdade,Privada com fins lucrativos,1167859,Educação Presencial,3506003,Bauru,SP,13,9,"30,644","1,551","31,977","1,747","1,698",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,1100,Centro Universitário Carlos Drummond de Andrade,UniDrummond,Centro Universitário,Privada sem fins lucrativos,47603,Educação Presencial,3550308,São Paulo,SP,41,13,"30,761","1,568","21,276","0,499","0,766",1,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,1126,UNIVERSIDADE ESTADUAL DO CENTRO OESTE,UNICENTRO,Universidade,Pública Estadual,101712,Educação Presencial,4109401,Guarapuava,PR,28,24,"42,475","3,26","38,166","2,47","2,667",3,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,1149,CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO,CEUNSP,Centro Universitário,Privada com fins lucrativos,89064,Educação Presencial,3545209,Salto,SP,28,26,"31,769","1,714","25,78","1,024","1,197",2,,-
2021,4005,CIÊNCIA DA COMPUTAÇÃO ,Licenciatura,1166,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DA PARAÍBA",IFPB,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1307356,Educação a Distância,2507507,João Pessoa,PB,18,18,"32,25","2,547","27,983","1,591","1,83",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,1185,CENTRO UNIVERSITÁRIO JORGE AMADO,UNIJORGE,Centro Universitário,Privada com fins lucrativos,1422296,Educação Presencial,2927408,Salvador,BA,7,3,"50,533","4,423","55,566","4,5","4,481",5,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,1232,CENTRO UNIVERSITÁRIO CAMPOS DE ANDRADE,UNIANDRADE,Centro Universitário,Privada sem fins lucrativos,44265,Educação Presencial,4106902,Curitiba,PR,17,17,"31,505","1,676","33,876","1,969","1,896",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,1233,CENTRO UNIVERSITÁRIO UNIC,,Centro Universitário,Privada com fins lucrativos,46972,Educação Presencial,5103403,Cuiabá,MT,11,7,"26,8","0,996","26,857","1,15","1,111",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,1255,Centro Universitário FBV Wyden,UniFBV Wyden,Centro Universitário,Privada com fins lucrativos,83388,Educação Presencial,2611606,Recife,PE,26,22,"36,5","2,397","30,859","1,617","1,812",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,1258,FACULDADE DE CASCAVEL,,Faculdade,Privada com fins lucrativos,19931,Educação Presencial,4104808,Cascavel,PR,15,12,"25,175","0,761","21,741","0,553","0,605",1,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,1267,INSTITUTO DE ENSINO SUPERIOR DA GRANDE FLORIANÓPOLIS,IESGF,Faculdade,Privada com fins lucrativos,66911,Educação Presencial,4216602,São José,SC,26,20,"32,8","1,862","29,33","1,438","1,544",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,1270,CENTRO UNIVERSITÁRIO ESTÁCIO DE RIBEIRÃO PRETO,ESTÁCIO RIBEIRÃO PRE,Centro Universitário,Privada com fins lucrativos,46884,Educação Presencial,3543402,Ribeirão Preto,SP,16,14,"35,192","2,208","30,7","1,598","1,751",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,1270,CENTRO UNIVERSITÁRIO ESTÁCIO DE RIBEIRÃO PRETO,ESTÁCIO RIBEIRÃO PRE,Centro Universitário,Privada com fins lucrativos,1468729,Educação a Distância,3543402,Ribeirão Preto,SP,10,4,"24,75","0,7","19,025","0,236","0,352",1,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,1273,Centro Universitário Campo Limpo Paulista, UNIFACCAMP,Centro Universitário,Privada com fins lucrativos,19910,Educação Presencial,3509601,Campo Limpo Paulista,SP,88,28,"24,392","0,648","24,696","0,898","0,835",1,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,1292,Centro Universitário de Adamantina,FAI,Centro Universitário,Pública Municipal,21103,Educação Presencial,3500105,Adamantina,SP,21,15,"30,5","1,53","29,213","1,425","1,451",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,1294,Centro Universitário das Américas,CAM,Centro Universitário,Privada com fins lucrativos,1258024,Educação Presencial,3550308,São Paulo,SP,52,44,"29,715","1,417","23,606","0,77","0,932",1,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,1303,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO",IF Goiano,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1331611,Educação Presencial,5218805,Rio Verde,GO,29,21,"37,338","2,518","35,671","2,178","2,263",3,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,1303,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO",IF Goiano,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1377489,Educação Presencial,5213806,Morrinhos,GO,14,14,"44,021","3,483","41,157","2,819","2,985",4,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,1310,FACULDADE DE AMERICANA,FAM,Faculdade,Privada sem fins lucrativos,50296,Educação Presencial,3501608,Americana,SP,49,41,"31,346","1,653","22,621","0,656","0,905",1,,X
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,1362,Centro Universitário Governador Ozanam Coelho,UNIFAGOC,Centro Universitário,Privada com fins lucrativos,20615,Educação Presencial,3169901,Ubá,MG,12,12,"40,783","3,015","44,575","3,217","3,167",4,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,1365,CENTRO UNIVERSITÁRIO ADVENTISTA DE SÃO PAULO,UNASP,Centro Universitário,Privada sem fins lucrativos,42236,Educação Presencial,3550308,São Paulo,SP,13,12,"37,891","2,598","34,216","2,009","2,156",3,,X
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,1388,CENTRO UNIVERSITÁRIO SUMARÉ,,Centro Universitário,Privada com fins lucrativos,1563271,Educação a Distância,3550308,São Paulo,SP,1,1,,,,,,SC,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,1396,Centro Universitário Dinâmica das Cataratas,UDC,Centro Universitário,Privada com fins lucrativos,91195,Educação Presencial,4108304,Foz do Iguaçu,PR,10,10,"33,93","2,026","26,02","1,052","1,295",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,1412,FACULDADE ANHANGUERA DE JUNDIAÍ,,Faculdade,Privada com fins lucrativos,54792,Educação Presencial,3525904,Jundiaí,SP,7,6,"32,4","1,805","24,683","0,896","1,123",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,1422,CENTRO UNIVERSITÁRIO DO NORTE,UNINORTE,Centro Universitário,Privada sem fins lucrativos,106996,Educação Presencial,1302603,Manaus,AM,108,95,"32,369","1,8","25,334","0,972","1,179",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,1434,Centro Universitário de Itapira Uniesi,UNIESI,Centro Universitário,Privada com fins lucrativos,5000154,Educação Presencial,3522604,Itapira,SP,20,17,"33,452","1,957","21,688","0,547","0,899",1,,-
2021,4005,CIÊNCIA DA COMPUTAÇÃO ,Licenciatura,1472,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI,UNIASSELVI,Centro Universitário,Privada com fins lucrativos,1259134,Educação a Distância,4207502,Indaial,SC,63,37,"28,91","1,957","26,724","1,359","1,509",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,1490,CENTRO UNIVERSITÁRIO DE JAGUARIÚNA,UniFAJ,Centro Universitário,Privada com fins lucrativos,50970,Educação Presencial,3524709,Jaguariúna,SP,29,20,"43,45","3,4","31,51","1,693","2,12",3,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,1510,CENTRO UNIVERSITÁRIO ESTÁCIO DE SANTA CATARINA - ESTÁCIO SANTA CATARINA,,Centro Universitário,Privada com fins lucrativos,1457680,Educação a Distância,4216602,São José,SC,1,1,,,,,,SC,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,1557,UNIVERSIDADE FUMEC,FUMEC,Universidade,Privada sem fins lucrativos,43257,Educação Presencial,3106200,Belo Horizonte,MG,48,41,"39,241","2,793","38,407","2,498","2,571",3,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,1568,FACULDADES DOCTUM DE CARATINGA,DOCTUM,Faculdade,Privada sem fins lucrativos,18149,Educação Presencial,3113404,Caratinga,MG,15,14,"34,021","2,039","32,085","1,76","1,83",2,,-
2021,4005,CIÊNCIA DA COMPUTAÇÃO ,Licenciatura,1578,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA SUL-RIO-GRANDENSE",IFSul,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1181262,Educação Presencial,4314407,Pelotas,RS,4,3,"29,9","2,132","29,6","1,889","1,95",3,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,1578,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA SUL-RIO-GRANDENSE",IFSul,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1377509,Educação Presencial,4314100,Passo Fundo,RS,10,8,"33,487","1,962","38,512","2,51","2,373",3,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,1658,CENTRO UNIVERSITÁRIO DA GRANDE FORTALEZA,UNIGRANDE,Centro Universitário,Privada com fins lucrativos,46377,Educação Presencial,2304400,Fortaleza,CE,10,8,"41,7","3,148","31,05","1,639","2,016",3,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,1660,CENTRO UNIVERSITÁRIO ESTÁCIO DE BRASÍLIA - ESTÁCIO BRASÍLIA,ESTÁCIO BRASÍLIA,Centro Universitário,Privada com fins lucrativos,1399128,Educação Presencial,5300108,Brasília,DF,1,1,,,,,,SC,,-
2021,4005,CIÊNCIA DA COMPUTAÇÃO ,Licenciatura,1702,CENTRO UNIVERSITÁRIO ESTÁCIO DA AMAZÔNIA,ESTÁCIO AMAZÔNIA,Centro Universitário,Privada com fins lucrativos,111198,Educação Presencial,1400100,Boa Vista,RR,1,1,,,,,,SC,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,1708,CENTRO UNIVERSITARIO DO RECIFE,UNIPESU,Faculdade,Privada com fins lucrativos,67092,Educação Presencial,2611606,Recife,PE,13,7,35,"2,18","33,585","1,935","1,996",3,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,1759,CENTRO UNIVERSITÁRIO PADRE JOÃO BAGOZZI,UNIBAGOZZI,Faculdade,Privada sem fins lucrativos,1205617,Educação Presencial,4106902,Curitiba,PR,10,9,"26,733","0,986","34,833","2,081","1,807",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,1775,Centro Universitário Favip Wyden,UniFavip Wyden,Centro Universitário,Privada com fins lucrativos,1385488,Educação Presencial,2604106,Caruaru,PE,17,14,"40,85","3,025","35,35","2,141","2,362",3,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,1805,CENTRO UNIVERSITÁRIO DOS GUARARAPES,UNIFG,Centro Universitário,Privada com fins lucrativos,48205,Educação Presencial,2607901,Jaboatão dos Guararapes,PE,68,56,"29,276","1,354","23,026","0,703","0,866",1,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,1805,CENTRO UNIVERSITÁRIO DOS GUARARAPES,UNIFG,Centro Universitário,Privada com fins lucrativos,1322390,Educação Presencial,2611606,Recife,PE,63,54,"31,237","1,637","24,601","0,887","1,074",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,1807,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1181115,Educação Presencial,2301109,Aracati,CE,54,46,"33,482","1,961","29,908","1,506","1,62",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,1807,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1376131,Educação Presencial,2313401,Tianguá,CE,17,16,"37,031","2,473","30,35","1,557","1,786",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,1807,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,5000143,Educação Presencial,2307650,Maracanaú,CE,65,56,"41,839","3,168","38,096","2,461","2,638",3,,-
