 Ano, Código da IES, Nome da IES, Sigla da IES, Organização Acadêmica, Categoria Administrativa, Código do Curso, Código da Área, Área de Avaliação, Modalidade de Ensino, Código do Município, Município do Curso, Sigla da UF, Nº de Concluintes Inscritos, Nº de Concluintes Participantes, Nota Bruta - FG, Nota Padronizada - FG, Nota Bruta - CE, Nota Padronizada - CE, Conceito Enade (Contínuo), Concluintes participantes com nota no Enem, Proporção de concluintes participantes com nota no Enem, Nota Bruta - IDD, Nota Padronizada - IDD, Nota Bruta – Organização Didático-Pedagógica, Nota Padronizada - Organização Didático-Pedagógica, Nota Bruta – Infraestrutura e Instalações Físicas, Nota Padronizada - Infraestrutura e Instalações Físicas, Nota Bruta – Oportunidade de Ampliação da Formação, Nota Padronizada - Oportunidade de Ampliação da Formação, Nota Bruta - Mestres, Nota Padronizada - Mestres, Nota Bruta - Doutores, Nota Padronizada - Doutores, Nota Bruta – Regime de Trabalho, Nota Padronizada - Regime de Trabalho, CPC (Contínuo), CPC (Faixa),Entidade Beneficiente de Assistência Social (CEBAS)
2023,1,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Universidade,Pública Federal,3,5710,ENGENHARIA CIVIL,Educação Presencial,5103403,Cuiabá,MT,33,31,"60,93548387","3,939283693","59,1516129","4,490015307","4,352",31,1,"7,439649618","4,207","3,42495927012056",0,"3,70973381457252","0,019","3,10322580645161","0,682","0,840909090909091","3,33","0,590909090909091","2,955",1,5,"3,429",4,-
2023,1,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Universidade,Pública Federal,9,17,AGRONOMIA,Educação Presencial,5103403,Cuiabá,MT,42,36,"56,01388889","3,972046777","60,475","3,779159724","3,827",35,"0,972222222","2,772555648","3,316","4,674654710369","0,954","4,43824231324231","1,466","4,35714285714286","2,143","0,955882352941177","4,206","0,897058823529412","4,449",1,5,"3,482",4,-
2023,1,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Universidade,Pública Federal,10,6405,ENGENHARIA FLORESTAL,Educação Presencial,5103403,Cuiabá,MT,13,11,"59,96363636","4,563992521","40,94545455","2,177520815","2,774",11,1,"0,288870663","2,658","4,78643578643579","1,333","4,89058857808858","2,431","4,59444444444445","2,468","0,944444444444444","3,389","0,925925925925926","4,444",1,5,"3,064",4,-
2023,1,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Universidade,Pública Federal,12,12,MEDICINA,Educação Presencial,5103403,Cuiabá,MT,78,78,"73,05128205","4,034586731","68,23076923","3,310907914","3,492",76,"0,974358974","-1,136657718","1,934","5,23028691294945","2,925","5,22088488434642","3,326","4,88931623931624","3,153","0,722222222222222","3,043","0,490740740740741","2,324",1,5,"2,792",3,-
2023,1,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Universidade,Pública Federal,16,5806,ENGENHARIA ELÉTRICA,Educação Presencial,5103403,Cuiabá,MT,28,23,"56,86521739","3,443126921","49,39130435","4,425191816","4,18",10,"0,434782609","3,720816543","4,404","4,97581158282913","2,928","5,09164292497626","3,206","4,94506172839506","3,523","0,978723404255319","4,681","0,893617021276596","4,468",1,5,"4,242",5,-
2023,1,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Universidade,Pública Federal,17,23,ENFERMAGEM,Educação Presencial,5103403,Cuiabá,MT,46,43,"57,04418605","3,653900937","66,41395349","3,910117772","3,846",43,1,"4,120643784","3,562","5,2556178669815","2,62","4,81696333969061","2,173","4,86174242424242","3,143","0,938775510204082","4,475","0,897959183673469","4,49",1,5,"3,784",4,-
2023,1,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Universidade,Pública Federal,20,28,NUTRIÇÃO,Educação Presencial,5103403,Cuiabá,MT,27,27,"58,83333333","4,10485211","59,05555556","3,945435521","3,985",27,1,"0,990889144","3,023","4,87339204005871","1,883","4,83357075023742","2,114","4,55925925925926","2,87","0,956521739130435","4,457","0,782608695652174","3,913",1,5,"3,47",4,-
2023,1,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Universidade,Pública Federal,37,5,MEDICINA VETERINÁRIA,Educação Presencial,5103403,Cuiabá,MT,23,21,"56,51904762","3,513451634","56,70952381","3,627752206","3,599",21,1,"-0,799460565","2,08","4,62423796645765","1,455","4,60063849194284","2,045","4,23913043478261","2,293","0,954545454545455","4,318","0,931818181818182","4,621",1,5,"3,109",4,-
2023,1,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Universidade,Pública Federal,44,21,ARQUITETURA E URBANISMO,Educação Presencial,5103403,Cuiabá,MT,30,25,"65,824","4,064420651","69,536","4,233084853","4,191",24,"0,96","1,914345033","3,488","5,1396555652454","2,64","4,29909171288482","1,396","4,85057471264368","3,44","0,888888888888889","3,75","0,583333333333333","2,917",1,5,"3,507",4,-
2023,2,UNIVERSIDADE DE BRASÍLIA,UNB,Universidade,Pública Federal,132,21,ARQUITETURA E URBANISMO,Educação Presencial,5300108,Brasília,DF,163,135,"67,2762963","4,251666656","69,46592593","4,22433254","4,231",127,"0,940740741","3,421481321","4,144","5,31118959835638","3,111","5,02452169043078","2,933","5,20454545454545","3,92","0,993074792243767","4,922","0,900277008310249","4,501",1,5,"4,194",5,-
2023,2,UNIVERSIDADE DE BRASÍLIA,UNB,Universidade,Pública Federal,135,17,AGRONOMIA,Educação Presencial,5300108,Brasília,DF,105,91,"54,81098901","3,78823532","55,66593407","3,149550996","3,309",86,"0,945054945","-1,358489074","2,071","5,51423045040066","3,517","5,49370133412687","3,854","5,35425531914894","3,877","0,994838709677419","4,907","0,92258064516129","4,585",1,5,"3,371",4,-
2023,2,UNIVERSIDADE DE BRASÍLIA,UNB,Universidade,Pública Federal,136,5710,ENGENHARIA CIVIL,Educação Presencial,5300108,Brasília,DF,77,62,"67,25645161","4,731384914","60,32903226","4,611682388","4,642",58,"0,935483871","8,862236605","4,589","5,47616819455055","3,829","5,53142396818867","3,981","5,30147058823529","3,959","0,992795389048991","4,924","0,914985590778098","4,575",1,5,"4,55",5,-
2023,2,UNIVERSIDADE DE BRASÍLIA,UNB,Universidade,Pública Federal,137,5806,ENGENHARIA ELÉTRICA,Educação Presencial,5300108,Brasília,DF,105,79,"60,46835443","3,928397903","47,11772152","4,0908414","4,05",74,"0,936708861","2,871611285","3,987","4,93700090862425","2,849","5,09434240458337","3,212","5,30467479674797","4,027","0,99493670886076","4,924","0,924050632911392","4,62",1,5,"4,118",5,-
2023,2,UNIVERSIDADE DE BRASÍLIA,UNB,Universidade,Pública Federal,138,5902,ENGENHARIA MECÂNICA,Educação Presencial,5300108,Brasília,DF,76,64,"60,1828125","3,857397611","56,3875",5,"4,714",58,"0,90625","6,295221122","4,763","5,16360989371825","3,095","5,17522053110288","3,282","5,03627450980392","3,663","0,993074792243767","4,917","0,904432132963989","4,522",1,5,"4,52",5,-
2023,2,UNIVERSIDADE DE BRASÍLIA,UNB,Universidade,Pública Federal,139,6405,ENGENHARIA FLORESTAL,Educação Presencial,5300108,Brasília,DF,86,69,"57,23768116","4,12613096","45,22318841","2,742918698","3,089",66,"0,956521739","-1,533368873","1,882","5,0103153235608","2,022","5,07269813519814","2,868","4,26228070175439","1,798","0,994011976047904","4,826","0,914670658682635","4,36",1,5,"3,007",4,-
2023,2,UNIVERSIDADE DE BRASÍLIA,UNB,Universidade,Pública Federal,140,12,MEDICINA,Educação Presencial,5300108,Brasília,DF,85,80,"72,87625","4,001753384","73,52625","4,248371316","4,187",75,"0,9375","3,744863447","3,538","4,56003502517434","1,118","4,44820512820513","1,665","4,14901960784314","1,921","0,98536036036036","4,897","0,880630630630631","4,373",1,5,"3,689",4,-
2023,2,UNIVERSIDADE DE BRASÍLIA,UNB,Universidade,Pública Federal,141,6,ODONTOLOGIA,Educação Presencial,5300108,Brasília,DF,47,47,"64,58723404","4,473894089","59,8893617","3,68909243","3,885",44,"0,936170213","0,637355524","2,65","5,37128695772313","2,651","4,89666716262461","2,45","4,82801418439716","3,147","0,989675516224189","4,887","0,907079646017699","4,535",1,5,"3,526",4,-
2023,2,UNIVERSIDADE DE BRASÍLIA,UNB,Universidade,Pública Federal,143,23,ENFERMAGEM,Educação Presencial,5300108,Brasília,DF,48,35,"60,27714286","4,054191096","65,33428571","3,795235055","3,86",34,"0,971428571","2,812939694","3,236","5,48346038019951","3,348","5,35775818384514","3,466","5,11014492753623","3,548","0,991586538461538","4,928","0,908653846153846","4,543",1,5,"3,844",4,-
2023,2,UNIVERSIDADE DE BRASÍLIA,UNB,Universidade,Pública Federal,144,28,NUTRIÇÃO,Educação Presencial,5300108,Brasília,DF,58,53,"63,66415094","4,779143701","62,70377358","4,447156207","4,53",48,"0,905660377","2,578320852","3,711","5,34156217345873","3,178","5,36836870026525","3,437","5,06666666666667","3,62","0,992784992784993","4,91","0,910533910533911","4,553",1,5,"4,132",5,-
2023,3,UNIVERSIDADE FEDERAL DE SERGIPE,UFS,Universidade,Pública Federal,294,5710,ENGENHARIA CIVIL,Educação Presencial,2806701,São Cristóvão,SE,46,30,"59,97","3,818295739","56,38","4,203614331","4,107",30,1,"7,579621812","4,245","5,29491634491635","3,424","5,14968814968815","3,151","4,85720720720721","3,296","0,956310679611651","4,541","0,825242718446602","4,126",1,5,"4,138",5,-
2023,3,UNIVERSIDADE FEDERAL DE SERGIPE,UFS,Universidade,Pública Federal,295,6008,ENGENHARIA QUÍMICA,Educação Presencial,2806701,São Cristóvão,SE,28,26,"64,97692308","4,380737716","39,98846154","3,439959537","3,675",26,1,"2,076442114","3,474","4,51926406926407","1,344","4,66241474574808","2,035","4,24814814814815","2,322","0,977272727272727","4,583","0,881818181818182","4,409",1,5,"3,592",4,-
2023,3,UNIVERSIDADE FEDERAL DE SERGIPE,UFS,Universidade,Pública Federal,302,23,ENFERMAGEM,Educação Presencial,2800308,Aracaju,SE,74,72,"61,55833333","4,212822333","70,70277778","4,366472772","4,328",70,"0,972222222","3,503776134","3,408","5,27821265492498","2,692","4,73737107641217","1,983","4,58059360730594","2,684","0,940119760479042","4,487","0,868263473053892","4,341",1,5,"3,789",4,-
2023,3,UNIVERSIDADE FEDERAL DE SERGIPE,UFS,Universidade,Pública Federal,303,12,MEDICINA,Educação Presencial,2800308,Aracaju,SE,49,49,"71,73469388","3,787614843","73,02857143","4,160266861","4,067",49,1,"0,907716797","2,605","4,88841770474424","2,003","4,88160648874935","2,596","4,39353741496599","2,328","0,924528301886793","4,468","0,773584905660377","3,81",1,5,"3,345",4,-
2023,3,UNIVERSIDADE FEDERAL DE SERGIPE,UFS,Universidade,Pública Federal,304,6,ODONTOLOGIA,Educação Presencial,2800308,Aracaju,SE,36,30,"62,80666667","4,256403742","58,72666667","3,530371791","3,712",29,"0,966666667","-0,098517098","2,454","4,49314574314574",0,"3,84038461538462","0,009","3,71611111111111","1,389","0,962962962962963","4,596","0,87962962962963","4,398",1,5,"3,016",4,-
2023,3,UNIVERSIDADE FEDERAL DE SERGIPE,UFS,Universidade,Pública Federal,319,17,AGRONOMIA,Educação Presencial,2806701,São Cristóvão,SE,35,30,"58,14666667","4,297950036","63,80333333","4,214909149","4,236",29,"0,966666667","2,84372507","3,338","5,30219243122469","2,87","5,18067899842093","3,146","4,7236559139785","2,78","0,970149253731343","4,463","0,880597014925373","4,36",1,5,"3,821",4,-
2023,4,UNIVERSIDADE FEDERAL DO AMAZONAS,UFAM,Universidade,Pública Federal,383,5710,ENGENHARIA CIVIL,Educação Presencial,1302603,Manaus,AM,47,43,"58,59069767","3,645450836","49,57674419","3,500608833","3,537",43,1,"4,965995637","3,543","4,86674217255613","2,466","4,53148208380767","1,806","4,08682170542636","2,148","0,888888888888889","3,833","0,611111111111111","3,056",1,5,"3,397",4,-
2023,4,UNIVERSIDADE FEDERAL DO AMAZONAS,UFAM,Universidade,Pública Federal,385,6405,ENGENHARIA FLORESTAL,Educação Presencial,1302603,Manaus,AM,33,33,"61,63030303","4,831703915","39,02727273","1,923990331","2,651",33,1,"0,131180661","2,591","5,30891346824361","2,942","4,82732923642015","2,279","4,62525252525253","2,53",1,5,"0,734375","3,008",1,5,"3,036",4,-
2023,4,UNIVERSIDADE FEDERAL DO AMAZONAS,UFAM,Universidade,Pública Federal,389,12,MEDICINA,Educação Presencial,1302603,Manaus,AM,122,120,"68,89833333","3,255556809","61,1025","2,048984433","2,351",118,"0,983333333","-3,501378883","1,157","4,39680647221631","0,678","3,82056058695403","0,316","4,11475409836066","1,864","0,703488372093023","2,911","0,401162790697674","1,854",1,5,"1,86",2,-
2023,4,UNIVERSIDADE FEDERAL DO AMAZONAS,UFAM,Universidade,Pública Federal,390,19,FARMÁCIA,Educação Presencial,1302603,Manaus,AM,25,23,"56,07391304","3,590609639","59,59130435","4,021597422","3,914",22,"0,956521739","4,103872577","3,482","5,03889417218937","1,681","5,03372352285396","2,649","4,52898550724638","2,657","0,938461538461539","4,248","0,753846153846154","3,769",1,5,"3,585",4,-
2023,4,UNIVERSIDADE FEDERAL DO AMAZONAS,UFAM,Universidade,Pública Federal,391,6,ODONTOLOGIA,Educação Presencial,1302603,Manaus,AM,27,24,"65,13333333","4,540598291","61,7625","3,944796375","4,094",22,"0,916666667","4,075752967","3,565","5,37614237614238","2,67","4,58585858585859","1,732","4,19753086419753","2,15","0,948717948717949","4,441","0,846153846153846","4,231",1,5,"3,75",4,-
2023,4,UNIVERSIDADE FEDERAL DO AMAZONAS,UFAM,Universidade,Pública Federal,399,17,AGRONOMIA,Educação Presencial,1302603,Manaus,AM,44,43,"52,96744186","3,50652851","55,85348837","3,174105833","3,257",42,"0,976744186","1,994870727","3,082","5,54316214088941","3,605","5,38003019707565","3,597","5,46287878787879","4,066","0,986111111111111","4,75","0,805555555555556","3,958",1,5,"3,607",4,-
2023,5,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,Universidade,Pública Federal,484,12,MEDICINA,Educação Presencial,2211001,Teresina,PI,45,43,"71,7627907","3,792885379","72,46046512","4,059694524","3,993",42,"0,976744186","-0,778196106","2,051","4,73801469847982","1,598","4,7252832438879","2,26","4,32790697674419","2,219","0,822085889570552","3,747","0,54601226993865","2,615",1,5,"2,853",3,-
2023,5,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,Universidade,Pública Federal,485,6,ODONTOLOGIA,Educação Presencial,2211001,Teresina,PI,28,26,"66,84230769","4,749343791","69,49230769",5,"4,937",26,1,"8,434844315","4,725","5,3778370752055","2,676","4,88269230769231","2,418","4,57051282051282","2,74","0,96551724137931","4,624","0,724137931034483","3,621",1,5,"4,296",5,-
2023,5,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,Universidade,Pública Federal,486,23,ENFERMAGEM,Educação Presencial,2211001,Teresina,PI,54,52,"60,41153846","4,070831354","68,38269231","4,119602643","4,107",51,"0,980769231","1,800232721","2,983","5,40433749257279","3,095","5,17900726724256","3,038","4,71666666666667","2,906","0,963855421686747","4,69","0,807228915662651","4,036",1,5,"3,654",4,-
2023,5,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,Universidade,Pública Federal,488,28,NUTRIÇÃO,Educação Presencial,2211001,Teresina,PI,26,18,"63,6","4,770189432","60,26666667","4,111993411","4,277",18,1,"2,074204917","3,493","5,17805878332194","2,726","4,91261808367072","2,31","4,60526315789474","2,938","0,95","4,375","0,7125","3,563",1,5,"3,709",4,-
2023,5,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,Universidade,Pública Federal,504,5,MEDICINA VETERINÁRIA,Educação Presencial,2211001,Teresina,PI,55,52,"55,51153846","3,379525105","48,80769231","2,53236022","2,744",50,"0,961538462","-2,820200458","1,421","4,65335497835498","1,53","4,69370554659016","2,242","4,29903846153846","2,385","0,966292134831461","4,494","0,808988764044944","3,939",1,5,"2,636",3,-
2023,5,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,Universidade,Pública Federal,508,17,AGRONOMIA,Educação Presencial,2211001,Teresina,PI,83,60,"52,49333333","3,434081434","58,24333333","3,486987225","3,474",58,"0,966666667","1,543408021","2,946","4,96635414860081","1,844","4,87022057544446","2,443","4,46616915422886","2,332",1,5,"0,845238095238095","4,171",1,5,"3,42",4,-
2023,5,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,Universidade,Pública Federal,512,5710,ENGENHARIA CIVIL,Educação Presencial,2211001,Teresina,PI,46,38,"61,37368421","3,994196016","58,76578947","4,45014675","4,336",38,1,"4,073632235","3,303","4,35086171997937","1,313","4,68352160659853","2,137","3,80726495726496","1,731","0,987654320987654","4,87","0,62962962962963","3,148",1,5,"3,484",4,-
2023,5,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,Universidade,Pública Federal,516,19,FARMÁCIA,Educação Presencial,2211001,Teresina,PI,38,36,"57,51388889","3,787340055","61,475","4,246770095","4,132",34,"0,944444444","4,643307403","3,628","4,9733164983165","1,455","4,52283133533134","1,406","4,14142857142857","2,039",1,5,"0,780487804878049","3,902",1,5,"3,662",4,-
2023,5,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,Universidade,Pública Federal,517,21,ARQUITETURA E URBANISMO,Educação Presencial,2211001,Teresina,PI,74,48,"68,06041667","4,352764075","70,85625","4,39798523","4,387",47,"0,979166667","2,456062728","3,724","4,77701830333409","1,646","4,43175876411171","1,677","3,49444444444444","1,599","0,962264150943396","4,575","0,547169811320755","2,736",1,5,"3,557",4,-
2023,6,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,Universidade,Pública Federal,586,5710,ENGENHARIA CIVIL,Educação Presencial,3146107,Ouro Preto,MG,32,28,"62,20357143","4,098191908","53,51428571","3,907489511","3,955",27,"0,964285714","5,597775477","3,712","4,96806899947817","2,693","5,17852846078653","3,214","4,98888888888889","3,493",1,5,"0,874251497005988","4,371",1,5,"3,946",5,-
2023,6,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,Universidade,Pública Federal,590,19,FARMÁCIA,Educação Presencial,3146107,Ouro Preto,MG,75,71,"60,15211268","4,147775866","58,75492958","3,921619094","3,978",70,"0,985915493","3,109812695","3,212","5,44421186656481","3,081","5,29322455322455","3,28","5,22088888888889","3,759",1,5,"0,984126984126984","4,921",1,5,"3,897",4,-
2023,6,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,Universidade,Pública Federal,591,28,NUTRIÇÃO,Educação Presencial,3146107,Ouro Preto,MG,35,34,"59,60294118","4,21227494","60,88235294","4,196665582","4,201",33,"0,970588235","2,550591585","3,699","5,55825057295646","3,778","5,45247154805978","3,645","5,32575757575758","4,003",1,5,"0,962264150943396","4,811",1,5,"4,172",5,-
2023,7,UNIVERSIDADE FEDERAL DE SÃO CARLOS,UFSCAR,Universidade,Pública Federal,615,5710,ENGENHARIA CIVIL,Educação Presencial,3548906,São Carlos,SP,89,76,"64,47368421","4,382667194","59,45526316","4,521392607","4,487",75,"0,986842105","4,96189172","3,542","4,76034959192854","2,228","4,79217171717172","2,373","4,57948717948718","2,882",1,5,"0,982905982905983","4,915",1,5,"3,982",5,-
2023,7,UNIVERSIDADE FEDERAL DE SÃO CARLOS,UFSCAR,Universidade,Pública Federal,619,6008,ENGENHARIA QUÍMICA,Educação Presencial,3548906,São Carlos,SP,124,110,"65,82181818","4,504898468","41,46","3,647944448","3,862",110,1,"0,725327739","2,69","4,65277050046074","1,673","4,78072526888316","2,297","4,78581871345029","3,144",1,5,"0,965986394557823","4,83",1,5,"3,507",4,-
2023,7,UNIVERSIDADE FEDERAL DE SÃO CARLOS,UFSCAR,Universidade,Pública Federal,626,23,ENFERMAGEM,Educação Presencial,3548906,São Carlos,SP,10,9,"60,38888889","4,068026986","65,06666667","3,766758885","3,842",9,1,"-0,727481065","2,351","5,3030303030303","2,771","4,84926184926185","2,251","4,54814814814815","2,631",1,5,"0,986111111111111","4,931",1,5,"3,467",4,-
2023,7,UNIVERSIDADE FEDERAL DE SÃO CARLOS,UFSCAR,Universidade,Pública Federal,627,36,FISIOTERAPIA,Educação Presencial,3548906,São Carlos,SP,33,32,"61,721875","4,287701386","72,90625","4,410361258","4,38",32,1,"1,513786377","2,931","5,59550045913682","3,745","5,27097902097902","3,362","5,11111111111111","3,762",1,5,"0,984615384615385","4,923",1,5,"3,933",4,-
2023,7,UNIVERSIDADE FEDERAL DE SÃO CARLOS,UFSCAR,Universidade,Pública Federal,632,17,AGRONOMIA,Educação Presencial,3503307,Araras,SP,36,34,"55,69411765","3,92318351","60,64411765","3,801300811","3,832",34,1,"-1,110983412","2,145","5,09030303030303","2,223","5,11400599400599","2,995","4,98333333333333","3,232",1,5,"0,959183673469388","4,781",1,5,"3,382",4,-
2023,8,UNIVERSIDADE FEDERAL DE VIÇOSA,UFV,Universidade,Pública Federal,685,17,AGRONOMIA,Educação Presencial,3171303,Viçosa,MG,295,267,"60,88426966","4,716274789","68,22696629","4,794056525","4,775",265,"0,992509363","4,662051317","3,886","5,19859336195676","2,553","5,39069588947638","3,621","5,09574592074592","3,427",1,5,"0,961111111111111","4,792",1,5,"4,242",5,-
2023,8,UNIVERSIDADE FEDERAL DE VIÇOSA,UFV,Universidade,Pública Federal,689,5710,ENGENHARIA CIVIL,Educação Presencial,3171303,Viçosa,MG,47,41,"59,05609756","3,703771624","63,53170732","4,942626606","4,633",39,"0,951219512","8,544181644","4,504","4,91699134199134","2,579","5,23680334816699","3,34","4,95454545454545","3,442","0,981818181818182","4,809","0,872727272727273","4,364",1,5,"4,34",5,-
2023,8,UNIVERSIDADE FEDERAL DE VIÇOSA,UFV,Universidade,Pública Federal,691,6002,ENGENHARIA DE ALIMENTOS,Educação Presencial,3171303,Viçosa,MG,60,58,"61,59137931","4,335240675","54,82413793","4,369074829","4,361",58,1,"4,597568815",5,"5,09289321789322","1,825","5,0533818958819","2,702","5,03722222222222","2,86",1,5,"0,970588235294118","4,749",1,5,"4,428",5,-
2023,8,UNIVERSIDADE FEDERAL DE VIÇOSA,UFV,Universidade,Pública Federal,692,6405,ENGENHARIA FLORESTAL,Educação Presencial,3171303,Viçosa,MG,42,41,"61,20243902","4,762977473","52,58292683","3,715672182","3,977",39,"0,951219512","0,27854215","2,653","5,54818594104308","3,679","5,65458152958153","4,264","5,38412698412698","4,06",1,5,"0,989690721649485","4,923",1,5,"3,803",4,-
2023,8,UNIVERSIDADE FEDERAL DE VIÇOSA,UFV,Universidade,Pública Federal,695,5,MEDICINA VETERINÁRIA,Educação Presencial,3171303,Viçosa,MG,69,65,"63,64615385","4,460846098","65,11230769","4,792588754","4,71",65,1,"5,149365231","4,019","5,0094509990391","2,448","4,8798773690078","2,635","4,42657004830918","2,581","0,984126984126984","4,762","0,984126984126984","4,912",1,5,"4,197",5,-
2023,8,UNIVERSIDADE FEDERAL DE VIÇOSA,UFV,Universidade,Pública Federal,698,28,NUTRIÇÃO,Educação Presencial,3171303,Viçosa,MG,61,60,"65,195","4,992821535","65,73833333","4,864483621","4,897",60,1,"3,511219475","4,116","5,28145051669642","3,012","5,29759448202071","3,262","4,65694444444445","3,015",1,5,"0,964285714285714","4,821",1,5,"4,358",5,-
2023,8,UNIVERSIDADE FEDERAL DE VIÇOSA,UFV,Universidade,Pública Federal,701,51,ZOOTECNIA,Educação Presencial,3171303,Viçosa,MG,52,46,"57,52173913","4,613272311","66,12173913","4,535724356","4,555",46,1,"3,028213297","3,644","5,30880819860412","2,473","5,52825745682889","3,553","4,90680272108844","2,507",1,5,"0,968085106382979","4,783",1,5,"4,08",5,-
2023,8,UNIVERSIDADE FEDERAL DE VIÇOSA,UFV,Universidade,Pública Federal,704,21,ARQUITETURA E URBANISMO,Educação Presencial,3171303,Viçosa,MG,42,38,"68,91578947","4,463048141","70,91578947","4,405421762","4,42",38,1,"1,807865655","3,442","5,03521275472495","2,354","4,94091477628063","2,756","4,55691056910569","3,041",1,5,"0,806451612903226","4,032",1,5,"3,834",4,-
2023,9,UNIVERSIDADE ESTADUAL DE LONDRINA,UEL,Universidade,Pública Estadual,750,21,ARQUITETURA E URBANISMO,Educação Presencial,4113700,Londrina,PR,67,60,"63,49833333","3,764570137","68,21666667","4,068298969","3,992",60,1,"2,603923953","3,788","4,81651059872985","1,754","4,4261519625156","1,665","4,7239898989899","3,268",1,5,"0,705882352941177","3,529",1,5,"3,7",4,-
2023,9,UNIVERSIDADE ESTADUAL DE LONDRINA,UEL,Universidade,Pública Estadual,751,17,AGRONOMIA,Educação Presencial,4113700,Londrina,PR,73,71,"56,22676056","4,004575048","64,55633803","4,313493434","4,236",70,"0,985915493","1,930741524","3,062","5,22140188578545","2,623","4,94058658236741","2,603","5,14474885844749","3,513",1,5,"0,924050632911392","4,593",1,5,"3,773",4,-
2023,9,UNIVERSIDADE ESTADUAL DE LONDRINA,UEL,Universidade,Pública Estadual,758,12,MEDICINA,Educação Presencial,4113700,Londrina,PR,79,79,"70,88734177","3,628664495","66,94936709","3,084060218","3,22",78,"0,987341772","-1,751739187","1,731","5,16028562081194","2,736","4,70149622457315","2,209","4,27991452991453","2,139","0,859778597785978","4,012","0,616236162361624","2,984",1,5,"2,742",3,-
2023,9,UNIVERSIDADE ESTADUAL DE LONDRINA,UEL,Universidade,Pública Estadual,759,36,FISIOTERAPIA,Educação Presencial,4113700,Londrina,PR,53,53,"60,92264151","4,179899192","73,04150943","4,425873508","4,364",52,"0,981132075","4,641429767","3,805","5,30575839255085","2,846","4,97535954611426","2,698","4,67452830188679","3,154",1,5,"0,779661016949153","3,898",1,5,"3,966",5,-
2023,9,UNIVERSIDADE ESTADUAL DE LONDRINA,UEL,Universidade,Pública Estadual,760,6,ODONTOLOGIA,Educação Presencial,4113700,Londrina,PR,64,63,"58,44920635","3,724154544","58,42063492","3,488595097","3,547",61,"0,968253968","1,886090421","2,982","5,31947037337662","2,458","4,99064503205128","2,667","4,27786458333333","2,277",1,5,"0,96551724137931","4,828",1,5,"3,602",4,-
2023,9,UNIVERSIDADE ESTADUAL DE LONDRINA,UEL,Universidade,Pública Estadual,761,19,FARMÁCIA,Educação Presencial,4113700,Londrina,PR,57,56,"60,4125","4,183350148","59,50714286","4,01153695","4,054",56,1,"2,284740343","2,989","5,07053347654851","1,79","4,46258949383949","1,259","4,34702380952381","2,367",1,5,"0,876923076923077","4,385",1,5,"3,521",4,-
2023,9,UNIVERSIDADE ESTADUAL DE LONDRINA,UEL,Universidade,Pública Estadual,763,23,ENFERMAGEM,Educação Presencial,4113700,Londrina,PR,51,51,"63,80588235","4,491103735","68,57254902","4,139804464","4,228",49,"0,960784314","6,903989114","4,258","5,59506833036245","3,705","5,07175830705243","2,782","4,76764705882353","2,989",1,5,"0,870689655172414","4,353",1,5,"4,231",5,-
2023,9,UNIVERSIDADE ESTADUAL DE LONDRINA,UEL,Universidade,Pública Estadual,777,5,MEDICINA VETERINÁRIA,Educação Presencial,4113700,Londrina,PR,86,76,"59,78684211","3,94783416","62,23552632","4,393794719","4,282",76,1,"4,336985413","3,754","4,52168788448394","1,191","4,07962315462316","0,945","4,87645833333333","3,273",1,5,"0,917647058823529","4,542",1,5,"3,82",4,-
2023,10,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ,PUCPR,Universidade,Comunitária/Confessional,863,5710,ENGENHARIA CIVIL,Educação Presencial,4106902,Curitiba,PR,91,82,"55,01341463","3,197169754","50,16097561","3,560979619","3,47",74,"0,902439024","4,927238389","3,532","5,55254183874874",4,"5,71360823084961","4,377","5,49636015325671","4,249",1,5,"0,613207547169811","3,066","0,990566037735849","4,937","3,76",4,X
